Name,Rating,Reviews,Industry,Employees,Domain,Years_in_Operation,HQ
Hindustan Sanitaryware & Industries,4.1,566 Reviews,Furniture & Furnishing,1k-5k Employees,Public,64 years old,Gurgaon/Gurugram +57 more
Rico Auto Industries,3.8,566 Reviews,Auto Components,1k-5k Employees,Public,41 years old,Gurgaon/Gurugram +22 more
Cogoport,3.1,565 Reviews,Internet,51-200 Employees,Startup,8 years old,Mumbai +12 more
IFFCO,4.1,564 Reviews,Agro Chemicals,1k-5k Employees,57 years old,Delhi/NCR +80 more,
Wipro Infrastructure Engineering,3.9,564 Reviews,Industrial Machinery,1k-5k Employees,48 years old,Bangalore/Bengaluru +35 more,
MattsenKumar,3.6,564 Reviews,BPO,1k-5k Employees,14 years old,Gurgaon/Gurugram +8 more,
Citigroup,3.8,563 Reviews,Banking,10k-50k Employees,Forbes Global 2000,212 years old,New York City +33 more
Crowne Plaza,4.1,563 Reviews,Hospitality,501-1k Employees,Public,41 years old,Atlanta +28 more
Caparo Engineering India,4.0,562 Reviews,Auto Components,51-200 Employees,56 years old,Gurgaon/Gurugram +33 more,
Balkrishna Industries,4.1,561 Reviews,Auto Components,1k-5k Employees,Public,37 years old,Mumbai +19 more
EMERSON PROCESS MANAGEMENT,4.0,560 Reviews,Industrial Machinery,1k-5k Employees,Public,134 years old,St. Louis +28 more
Edubridge Learning,3.6,560 Reviews,EdTech,501-1k Employees,15 years old,Mumbai +58 more,
Government of India,4.2,560 Reviews,Government,1 Lakh+ Employees,Central,74 years old,New Delhi +128 more
India Cements,3.7,559 Reviews,Building Material,1k-5k Employees,Public,78 years old,Chennai +79 more
Progressive Infotech,3.4,559 Reviews,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,26 years old,Noida +52 more
Progressive Infotech,3.4,559 Reviews,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,26 years old,Noida +52 more
PUMA,4.3,558 Reviews,Fashion & Textile,1k-5k Employees,76 years old,Herzogenaurach +78 more,
Skipper,3.8,558 Reviews,Power,1k-5k Employees,Public,43 years old,Kolkata +61 more
Shaktiman Tirth Agro Technology,4.3,557 Reviews,Industrial Machinery,1k-5k Employees,27 years old,Rajkot +41 more,
Indo Autotech,4.0,557 Reviews,Auto Components,1k-5k Employees,50 years old,Faridabad +25 more,
Isuzu Motors,4.0,556 Reviews,Automobile,1k-5k Employees,Forbes Global 2000,12 years old,Tokyo +26 more
Religare,3.9,556 Reviews,Financial Services,1k-5k Employees,Public,40 years old,New Delhi +93 more
TDK India,4.0,555 Reviews,Semiconductors,1k-5k Employees,Forbes Global 2000,2024 years old,Nashik +24 more
Sharda Motor Industries,3.8,554 Reviews,Auto Components,1k-5k Employees,Public,38 years old,Delhi/NCR +25 more
Astral Adhesives,4.1,554 Reviews,Chemicals,501-1k Employees,37 years old,Ahmedabad +104 more,
Central Industrial Security Force,4.4,554 Reviews,Law Enforcement & Security,1 Lakh+ Employees,55 years old,Delhi/NCR +71 more,
Neeyamo Enterprise Solutions,3.7,553 Reviews,1k-5k Employees,15 years old,Chennai +9 more,,
Wonder Cement,4.2,553 Reviews,Building Material,1k-5k Employees,Fortune India 500,14 years old,Ajmer +76 more
Rohan Builders,4.3,553 Reviews,Real Estate,1k-5k Employees,31 years old,Pune +54 more,
Investors Clinic,3.7,553 Reviews,Real Estate,1k-5k Employees,15 years old,Noida +23 more,
Redington,4.0,553 Reviews,Hardware & Networking,1k-5k Employees,Public,25 years old,Dubai +45 more
Ups Logistics,4.1,553 Reviews,Logistics,1k-5k Employees,Forbes Global 2000,117 years old,Atlanta +36 more
Toyo Engineeering,4.0,552 Reviews,Engineering & Construction,1k-5k Employees,63 years old,Mumbai +33 more,
MG Motor,4.1,551 Reviews,Automobile,1k-5k Employees,100 years old,To be Validated +58 more,
Naukri,4.0,551 Reviews,Internet,1k-5k Employees,Public,28 years old,Noida +57 more
Ramco Systems,3.4,550 Reviews,Software Product,1k-5k Employees,Public,27 years old,Chennai +22 more
KGISL,3.2,550 Reviews,IT Services & Consulting,1k-5k Employees,28 years old,Coimbatore +12 more,
Integreon,3.5,550 Reviews,Legal,1k-5k Employees,24 years old,Fargo +9 more,
Ingram Micro,3.9,550 Reviews,IT Services & Consulting,1k-5k Employees,Conglomerate,45 years old,Irvine +42 more
Target,4.3,548 Reviews,Retail,1k-5k Employees,Forbes Global 2000,122 years old,Minneapolis +16 more
Fleetguard Filters,4.2,547 Reviews,Auto Components,1k-5k Employees,37 years old,Pune +69 more,
Rane (Madras),4.0,547 Reviews,Auto Components,1k-5k Employees,Public,27 years old,Vallancherry +27 more
Xceedance,3.8,547 Reviews,Insurance,1k-5k Employees,11 years old,Boston +9 more,
VA Tech Wabag,4.0,546 Reviews,Waste Management,501-1k Employees,Public,100 years old,Chennai +41 more
CMS Computers Limited (INDIA),3.9,546 Reviews,IT Services & Consulting,1k-5k Employees,48 years old,Mumbai +65 more,
JSW Group,4.1,545 Reviews,Iron & Steel,10k-50k Employees,Conglomerate,42 years old,Mumbai +71 more
Magna International,4.0,545 Reviews,Auto Components,501-1k Employees,Public,67 years old,Aurora +18 more
MALABAR GOLD AND DIAMONDS,4.2,545 Reviews,Jewellery,10k-50k Employees,31 years old,Kozhikode +84 more,
DP World,4.1,545 Reviews,Logistics,1k-5k Employees,Public,19 years old,Dubai +55 more
Innodata India Private Limited,3.2,544 Reviews,IT Services & Consulting,1k-5k Employees,27 years old,New Jersey +9 more,
Fortrea Development India Private Limited,4.1,544 Reviews,5k-10k Employees,1 years old,Durham +8 more,,
Accolite,3.5,544 Reviews,IT Services & Consulting,1k-5k Employees,17 years old,Dallas +12 more,
Bharti Infratel,4.4,543 Reviews,Telecom,1k-5k Employees,Public,18 years old,Gurgaon/Gurugram +68 more
Unimoni,3.9,543 Reviews,FinTech,1k-5k Employees,18 years old,Abu Dhabi +125 more,
Ivrcl Infrastructures & Projects,4.2,543 Reviews,Engineering & Construction,1k-5k Employees,Public,37 years old,Hyderabad/Secunderabad +53 more
Ukb Electronics,4.3,543 Reviews,Electronics Manufacturing,501-1k Employees,28 years old,Noida +17 more,
LifeCell International,3.5,543 Reviews,Biotechnology,1k-5k Employees,20 years old,Chennai +67 more,
Icon Plc,4.1,543 Reviews,Clinical Research,1k-5k Employees,Public,34 years old,Dublin +15 more
HIL,4.2,542 Reviews,Building Material,1k-5k Employees,Public,78 years old,Hyderabad/Secunderabad +77 more
Zuventus Healthcare,3.8,542 Reviews,Pharma,1k-5k Employees,22 years old,Mumbai +74 more,
Sunbeam Auto,3.7,541 Reviews,Auto Components,1k-5k Employees,38 years old,Gurgaon/Gurugram +22 more,
NSB Bpo Solutions,2.9,541 Reviews,BPO,1k-5k Employees,31 years old,Bhopal +75 more,
Bses Rajdhani Power,3.7,541 Reviews,Power,5k-10k Employees (Global),23 years old,Delhi/NCR +12 more,
MagicBricks,3.3,541 Reviews,Internet,501-1k Employees,18 years old,Noida +28 more,
Nlb Services,4.0,541 Reviews,Recruitment,1k-5k Employees,17 years old,Alpharetta +20 more,
KMV Projects,4.2,540 Reviews,Engineering & Construction,1k-5k Employees,17 years old,Hyderabad/Secunderabad +57 more,
Linde India,4.1,539 Reviews,Oil & Gas,201-500 Employees,Public,145 years old,Pullach +42 more
Csc E Governance Services,3.9,538 Reviews,Government,1k-5k Employees,Public,15 years old,Delhi +170 more
Ag Industries,4.0,538 Reviews,Auto Components,201-500 Employees,33 years old,Delhi/NCR +27 more,
Ihg Group,4.0,538 Reviews,Hospitality,1k-5k Employees,21 years old,Gurgaon/Gurugram +40 more,
IVY Comptech,4.1,536 Reviews,IT Services & Consulting,1k-5k Employees,23 years old,Hyderabad/Secunderabad +5 more,
HSBC Bank,4.1,536 Reviews,Banking,10k-50k Employees,Fortune India 500,Hyderabad / Secunderabad +29 more,
Radical Minds,2.9,536 Reviews,BPO,5k-10k Employees,14 years old,Gurgaon/Gurugram +8 more,
JK Paper,4.0,535 Reviews,Pulp & Paper,1k-5k Employees,Public,62 years old,Delhi/NCR +41 more
SKH Metals,4.1,535 Reviews,Auto Components,1k-5k Employees,18 years old,Gurgaon/Gurugram +14 more,
JK Paper,4.0,535 Reviews,Pulp & Paper,1k-5k Employees,Public,62 years old,Delhi/NCR +41 more
Thriveni Earthmovers,4.0,534 Reviews,Metals & Mining,5k-10k Employees,33 years old,Salem +35 more,
Jain Irrigation Systems,4.0,534 Reviews,Agriculture,5k-10k Employees,Public,61 years old,Jalgaon +80 more
Shyam Steel Industries,3.7,534 Reviews,Metals & Mining,1k-5k Employees,71 years old,Kolkata +52 more,
Somany Ceramics,4.3,534 Reviews,Building Material,1k-5k Employees,Public,56 years old,Noida +65 more
FIITJEE,3.8,534 Reviews,Education & Training,1k-5k Employees,32 years old,Delhi +44 more,
MasterCard,4.1,533 Reviews,FinTech,5k-10k Employees,Forbes Global 2000,58 years old,Purchase +13 more
Ienergizer BPO Services,4.2,533 Reviews,BPO,10k-50k Employees,Noida +11 more,,
Epsilon,4.1,533 Reviews,Marketing & Advertising,1k-5k Employees,55 years old,Texas +15 more,
Hitachi,4.1,533 Reviews,Industrial Machinery,10k-50k Employees,Forbes Global 2000,114 years old,Tokyo +73 more
uFaber,2.9,532 Reviews,Education & Training,1k-5k Employees,Startup,11 years old,Mumbai +19 more
Microtek International,3.7,532 Reviews,Consumer Electronics & Appliances,201-500 Employees,44 years old,Delhi/NCR +83 more,
India Shelter Finance Corporation,4.1,530 Reviews,NBFC,1k-5k Employees,14 years old,Gurgaon +120 more,
Tafe Motors & Tractors,4.0,530 Reviews,Automobile,1k-5k Employees,Bhopal +45 more,,
Trimax IT Infrastructure Services,3.5,529 Reviews,IT Services & Consulting,1k-5k Employees,29 years old,Mumbai +69 more,
National Informatics Centre,4.1,529 Reviews,Government,1k-5k Employees,Central,48 years old,New Delhi +64 more
Epicenter Technologies,3.6,528 Reviews,BPO,1k-5k Employees,23 years old,Mumbai +6 more,
Mott MacDonald,4.3,528 Reviews,Management Consulting,1k-5k Employees,35 years old,Croydon +40 more,
Royal Caribbean International,4.5,527 Reviews,Sports & Recreation,501-1k Employees,Public,55 years old,Miami +16 more
Rentokil Pest Control,3.8,527 Reviews,Facility Management Services,501-1k Employees,70 years old,Mumbai +100 more,
Sintex Industries,4.1,526 Reviews,Industrial Machinery,5k-10k Employees,Public,93 years old,Kalol +53 more
Sun Life Financial,4.3,526 Reviews,Financial Services,1k-5k Employees,Forbes Global 2000,159 years old,Toronto +7 more
McKinsey & Company,4.1,525 Reviews,Management Consulting,501-1k Employees,98 years old,Gurgaon / Gurugram +20 more,
Vijay Sales,4.2,525 Reviews,Retail,1k-5k Employees,57 years old,Mumbai +40 more,
Orient Electric,4.0,525 Reviews,Consumer Electronics & Appliances,501-1k Employees,Public,70 years old,Delhi/NCR +50 more
Raychem RPG,4.0,524 Reviews,Electrical Equipment,1k-5k Employees,35 years old,Mumbai +24 more,
eTeam,3.3,524 Reviews,Recruitment,1k-5k Employees,25 years old,South Plainfield +15 more,
Omaxe,4.0,523 Reviews,Real Estate,201-500 Employees,Public,35 years old,Delhi/NCR +22 more
United Spirits,4.0,523 Reviews,Beverage,1k-5k Employees,Public,27 years old,Bangalore/Bengaluru +93 more
Marsh McLennan,4.1,523 Reviews,Management Consulting,5k-10k Employees,Forbes Global 2000,153 years old,New York +19 more
Deepak Nitrite,3.9,522 Reviews,Chemicals,1k-5k Employees,Public,54 years old,Vadodara/Baroda +14 more
India Japan Lighting,4.3,522 Reviews,Auto Components,501-1k Employees,28 years old,Chennai +25 more,
Sutherland Healthcare Solutions,3.9,522 Reviews,Analytics & KPO,1k-5k Employees,22 years old,Clifton +7 more,
Amway India Enterprises,4.1,522 Reviews,FMCG,1k-5k Employees,29 years old,Ada Township +77 more,
Parag Milk Foods,4.0,522 Reviews,FMCG,1k-5k Employees,Public,32 years old,Mumbai +65 more
Atkins,3.9,521 Reviews,Engineering & Construction,1k-5k Employees,86 years old,London +18 more,
Titan Eye Plus,4.3,521 Reviews,Other,1 Lakh+ Employees (Global),17 years old,Bangalore/Bengaluru +111 more,
Sl Lumax,3.4,521 Reviews,Auto Components,1k-5k Employees,Public,27 years old,Sriperumbudur +13 more
Creambell,4.1,521 Reviews,Food Processing,51-200 Employees,33 years old,Baddi +85 more,
Greenlam Industries,4.2,521 Reviews,Building Material,1k-5k Employees,Public,11 years old,Delhi/NCR +83 more
Lovely Professional University,3.5,520 Reviews,Education & Training,1k-5k Employees,19 years old,Phagwara +24 more,
EPL Limited,4.0,520 Reviews,Packaging,1k-5k Employees,Public,40 years old,Mumbai +32 more
Bikanervala,4.0,520 Reviews,FMCG,1k-5k Employees,74 years old,Delhi/NCR +50 more,
Mount Litera Zee School,4.0,519 Reviews,Education & Training,1k-5k Employees,30 years old,Mumbai +114 more,
Zetwerk Manufacturing Businesses,4.0,518 Reviews,Industrial Machinery,1k-5k Employees,Indian Unicorn,6 years old,Bangalore +74 more
ACTE,4.7,518 Reviews,Education & Training,1-10 Employees,13 years old,Chennai +10 more,
Micro Turners,3.9,518 Reviews,Auto Components,5k-10k Employees,55 years old,Panchkula +36 more,
Gayatri Projects,4.0,517 Reviews,Engineering & Construction,1k-5k Employees,Public,61 years old,Hyderabad/Secunderabad +68 more
Cigniti Technologies,3.8,517 Reviews,IT Services & Consulting,1k-5k Employees,Public,26 years old,Irving +6 more
Care Hospital,4.1,517 Reviews,Healthcare,1k-5k Employees,27 years old,Hyderabad/Secunderabad +37 more,
MPS Limited,4.0,517 Reviews,Content Development,1k-5k Employees,Public,54 years old,Noida +21 more
Experis IT,3.1,516 Reviews,Recruitment,501-1k Employees,26 years old,Milwaukee +31 more,
Molex,3.9,515 Reviews,Semiconductors,1k-5k Employees,86 years old,Lisle +11 more,
Hapag-Lloyd,3.9,515 Reviews,Ports & Shipping,1k-5k Employees,177 years old,Hamburg +11 more,
Thermo Fisher Scientific,3.9,515 Reviews,Pharma,1k-5k Employees,Forbes Global 2000,68 years old,Waltham +27 more
Jaro Education,2.6,514 Reviews,EdTech,1k-5k Employees,15 years old,Mumbai +17 more,
PeopleStrong,3.5,514 Reviews,Recruitment,1k-5k Employees,18 years old,Gurgaon +18 more,
Diebold Nixdorf,3.9,514 Reviews,IT Services & Consulting,1k-5k Employees,32 years old,North Canton +38 more,
Baxter International,4.0,514 Reviews,Healthcare,1k-5k Employees,Forbes Global 2000,93 years old,Deerfield +27 more
Vaco Binary Semantics,3.6,513 Reviews,IT Services & Consulting,1k-5k Employees,8 years old,Gurgaon/Gurugram +29 more,
KaaShiv InfoTech Company,4.9,512 Reviews,IT Services & Consulting,51-200 Employees,Chennai +4 more,,
Vijaya Diagnostic Centre,4.0,512 Reviews,Healthcare,501-1k Employees,43 years old,Hyderabad/Secunderabad +29 more,
Aequs,3.7,512 Reviews,Defence & Aerospace,1k-5k Employees,27 years old,Belagavi/Belgaum +11 more,
Wuerth,4.0,511 Reviews,Industrial Machinery,1k-5k Employees,30 years old,Mumbai +55 more,
Crompton Greaves Consumer Electricals,3.8,511 Reviews,Consumer Electronics & Appliances,1k-5k Employees,Mumbai +71 more,,
Welspun World,3.8,511 Reviews,Building Material,1k-5k Employees,Public,39 years old,Mumbai +45 more
Petpooja,4.4,511 Reviews,Software Product,1k-5k Employees,13 years old,Ahmedabad +49 more,
Electrotherm,4.2,510 Reviews,Iron & Steel,1k-5k Employees,Public,41 years old,Ahmedabad +32 more
Hella,4.1,510 Reviews,Auto Components,1k-5k Employees,125 years old,Lippstadt +21 more,
Alshaya Group,3.9,510 Reviews,Retail,501-1k Employees,134 years old,Kuwait City +25 more,
GKN,4.1,510 Reviews,Industrial Machinery,1k-5k Employees,39 years old,Redditch +26 more,
Mynd Solutions Private,3.8,509 Reviews,BPO,1k-5k Employees,22 years old,Kelowna +29 more,
Encore Capital Group,4.1,509 Reviews,IT Services & Consulting,1k-5k Employees,71 years old,San Diego +2 more,
BASF,4.5,509 Reviews,Chemicals,1k-5k Employees,Fortune India 500,81 years old,Ludwigshafen +72 more
Progressive Infovision,4.3,509 Reviews,Recruitment,1k-5k Employees,23 years old,Delhi/NCR +71 more,
Lionbridge Technologies,3.7,509 Reviews,Content Development,1k-5k Employees,28 years old,Waltham +12 more,
Lavender Technology,5.0,508 Reviews,Bangalore / Bengaluru +4 more,,,,
Ramky Infrastructure,4.2,507 Reviews,Engineering & Construction,501-1k Employees,Public,30 years old,Hyderabad +41 more
Teamware Solutions,4.2,507 Reviews,Recruitment,1k-5k Employees,21 years old,Chennai +16 more,
Apollo Munich Health Insurance,4.0,507 Reviews,Financial Services,1k-5k Employees,Public,17 years old,Gurgaon +109 more
Apollo Munich Health Insurance,4.0,507 Reviews,Financial Services,1k-5k Employees,Public,17 years old,Gurgaon +109 more
OMICS International,2.6,507 Reviews,Printing & Publishing,1k-5k Employees,Conglomerate,17 years old,Hyderabad/Secunderabad +5 more
K Raheja Corp,4.3,506 Reviews,Real Estate,1k-5k Employees,68 years old,Mumbai +16 more,
Mindarika,3.9,506 Reviews,Auto Components,1k-5k Employees,32 years old,Gurgaon/Gurugram +18 more,
MAS Financial Services,3.6,506 Reviews,Financial Services,1k-5k Employees,Public,29 years old,Ahmedabad +98 more
Encora,3.9,506 Reviews,IT Services & Consulting,1k-5k Employees,19 years old,Scottsdale +10 more,
Tavant Technologies,4.0,505 Reviews,IT Services & Consulting,1k-5k Employees,24 years old,Santa Clara +10 more,
TIAA Global Business Services,4.1,505 Reviews,IT Services & Consulting,1k-5k Employees,106 years old,Manhattan +8 more,
mPokket,4.3,505 Reviews,FinTech,1k-5k Employees,Startup,8 years old,Kolkata +9 more
Steel Authority Of India,4.0,505 Reviews,Iron & Steel,10k-50k Employees,Public,70 years old,Delhi/NCR +31 more
Echobooom Management & Entrepreneurial Solutions,4.0,505 Reviews,Management Consulting,201-500 Employees,4 years old,Mumbai +20 more,
Quatrro,3.6,504 Reviews,BPO,501-1k Employees,19 years old,Gurgaon +7 more,
Wapcos,3.6,504 Reviews,Engineering & Construction,1k-5k Employees,State,55 years old,Gurgaon/Gurugram +116 more
Henry Harvin Education,4.5,504 Reviews,EdTech,201-500 Employees,9 years old,Noida +13 more,
Forever Living Products,4.4,503 Reviews,Fitness & Wellness,1k-5k Employees,46 years old,Scottsdale +62 more,
ALLEN Career Institute,4.0,503 Reviews,Education & Training,10k-50k Employees,36 years old,Kota +53 more,
Medicover Hospitals,3.8,503 Reviews,Healthcare,10k-50k Employees,13 years old,Hyderabad +28 more,
Guidehouse,3.9,503 Reviews,Management Consulting,5k-10k Employees,21 years old,Trivandrum/Thiruvananthapuram +9 more,
Hilton,4.4,503 Reviews,Hospitality,1k-5k Employees,Forbes Global 2000,105 years old,Mclean +35 more
Turbo Energy,4.3,502 Reviews,Auto Components,1k-5k Employees,41 years old,Chennai +19 more,
Navitasys India,4.0,502 Reviews,Electrical Equipment,201-500 Employees,Bawal +17 more,,
IBS Software Services,4.0,502 Reviews,Software Product,1k-5k Employees,27 years old,Thiruvananthapuram +11 more,
Medreich,3.8,501 Reviews,Pharma,1k-5k Employees,48 years old,Bangalore/Bengaluru +12 more,
CIEL HR,4.1,500 Reviews,Recruitment,1k-5k Employees,Startup,9 years old,Bangalore +74 more
General Motors,4.4,500 Reviews,Automobile,10k-50k Employees,Forbes Global 2000,28 years old,Detroit +32 more
Future Lifestyle Fashion,4.1,500 Reviews,Retail,1k-5k Employees,Public,12 years old,Mumbai +59 more
Maveric Systems,3.7,500 Reviews,IT Services & Consulting,1k-5k Employees,Public,24 years old,Chennai +10 more
Shivam Autotech,3.8,499 Reviews,Auto Components,501-1k Employees,Public,26 years old,Gurgaon/Gurugram +17 more
NRB Bearings,4.1,499 Reviews,Auto Components,1k-5k Employees,Public,59 years old,Mumbai +18 more
Ge India Industrial,4.3,498 Reviews,Industrial Machinery,201-500 Employees,Conglomerate,122 years old,Bangalore +20 more
Apar Industries,4.1,498 Reviews,Electrical Equipment,1k-5k Employees,Public,66 years old,Vadodara/Baroda +51 more
Ebix Software India,3.3,498 Reviews,IT Services & Consulting,1k-5k Employees,Public,48 years old,Atlanta +30 more
Times Group,3.9,498 Reviews,Printing & Publishing,5k-10k Employees,186 years old,Mumbai +45 more,
Kothari Agritech,4.8,497 Reviews,Building Material,1k-5k Employees,27 years old,Pune +133 more,
Aisin Automotive Haryana,4.1,497 Reviews,Auto Components,501-1k Employees,13 years old,Gurgaon/Gurugram +22 more,
Rackspace,3.9,497 Reviews,IT Services & Consulting,1k-5k Employees,26 years old,San Antonio +10 more,
Rane Engine Valve Limited,4.0,496 Reviews,Auto Components,1k-5k Employees,Public,65 years old,Chennai +14 more
Tata Power Delhi Distribution,3.9,496 Reviews,Power,1k-5k Employees,22 years old,New Delhi +31 more,
Greenply,4.0,496 Reviews,Furniture & Furnishing,1k-5k Employees,Public,40 years old,Gurgaon/Gurugram +71 more
Courtyard by Marriott,4.2,496 Reviews,Hospitality,1k-5k Employees,Public,97 years old,Bethesda +35 more
Sadbhav Engineering,4.3,495 Reviews,Engineering & Construction,1k-5k Employees,Public,36 years old,Ahmedabad +63 more
Luxoft,4.0,495 Reviews,IT Services & Consulting,1k-5k Employees,24 years old,Zug +15 more,
Affinity Express,3.2,494 Reviews,Marketing & Advertising,1k-5k Employees,31 years old,Elgin +7 more,
Indostar Capital Finance,4.5,494 Reviews,NBFC,1k-5k Employees,Public,13 years old,Mumbai +198 more
Siemens Energy,4.1,494 Reviews,Power,1k-5k Employees,177 years old,Munich +33 more,
Cloudnine Hospital,4.0,493 Reviews,Healthcare,5k-10k Employees,17 years old,Bangalore +22 more,
Karvy Data Management Services,3.8,493 Reviews,Analytics & KPO,1k-5k Employees,16 years old,Hyderabad/Secunderabad +78 more,
Vakrangee,3.6,493 Reviews,BPO,1k-5k Employees,Public,34 years old,Mumbai +85 more
ShareChat,3.6,493 Reviews,Internet,1k-5k Employees,Indian Unicorn,9 years old,Bangalore +33 more
Dhani Healthcare,3.6,493 Reviews,FinTech,1k-5k Employees,Gurgaon / Gurugram +80 more,,
PrimEra Medical Technologies,3.9,493 Reviews,IT Services & Consulting,1k-5k Employees,9 years old,Hyderabad/Secunderabad +3 more,
AVEVA,4.3,493 Reviews,Software Product,1k-5k Employees,57 years old,Cambridge +9 more,
Freshworks,3.7,493 Reviews,Software Product,1k-5k Employees,Public,14 years old,San Mateo +35 more
Smollan Group,4.3,493 Reviews,Marketing & Advertising,501-1k Employees,93 years old,Johannesburg +105 more,
Poly Medicure,3.8,492 Reviews,Medical Equipment,1k-5k Employees,Public,27 years old,Delhi/NCR +27 more
Sona Comstar,4.3,492 Reviews,Auto Components,1k-5k Employees,Public,29 years old,Gurgaon +11 more
Saudi Aramco,4.6,491 Reviews,Oil & Gas,1k-5k Employees,Forbes Global 2000,91 years old,Dhahran +30 more
Poorvika Mobiles,4.7,491 Reviews,Retail,5k-10k Employees,20 years old,Chennai +73 more,
Action Construction Equipment,3.8,490 Reviews,Industrial Machinery,1k-5k Employees,Public,29 years old,Delhi/NCR +44 more
BankBazaar,3.3,490 Reviews,FinTech,1k-5k Employees,16 years old,Chennai +10 more,
Travel Food Services,3.9,490 Reviews,Hospitality,1k-5k Employees,15 years old,Mumbai +25 more,
Geojit Financial Services,3.7,489 Reviews,1k-5k Employees,Public,37 years old,Kochi +124 more,
AVTEC,3.8,489 Reviews,Auto Components,1k-5k Employees,Conglomerate,19 years old,Delhi/NCR +20 more
Dhanuka Agritech,3.8,488 Reviews,Agro Chemicals,1k-5k Employees,Public,42 years old,Gurgaon/Gurugram +80 more
Country Holidays Inn & Suites,4.4,488 Reviews,Travel & Tourism,501-1k Employees,8 years old,Noida +19 more,
Sterlite Power Transmission,3.9,488 Reviews,Power,1k-5k Employees,Fortune India 500,14 years old,Delhi/NCR +59 more
TO THE NEW,3.8,488 Reviews,IT Services & Consulting,1k-5k Employees,16 years old,Singapore +16 more,
Renault,4.3,488 Reviews,Automobile,10k-50k Employees,Forbes Global 2000,126 years old,Boulogne Billancourt Cedex +137 more
Vastu Housing Finance,4.4,487 Reviews,NBFC,1k-5k Employees,9 years old,Mumbai +115 more,
Qualitest,3.7,487 Reviews,IT Services & Consulting,1k-5k Employees,27 years old,Bridgewater +11 more,
Hitachi Energy,4.1,486 Reviews,Power,1k-5k Employees,Fortune India 500,5 years old,Zurich +25 more
Hi Tech Gears,3.9,485 Reviews,Auto Components,501-1k Employees,Public,38 years old,Gurgaon/Gurugram +37 more
House Of Anita Dongre,4.2,485 Reviews,Fashion & Textile,1k-5k Employees,26 years old,Navi Mumbai +43 more,
Ongc Petro Additions,4.0,485 Reviews,Petrochemicals,1k-5k Employees,Public,18 years old,Vadodara/Baroda +25 more
Fiat India Automobiles,3.7,485 Reviews,Automobile,1k-5k Employees,27 years old,Mumbai +17 more,
IDEMIA,4.1,485 Reviews,Law Enforcement & Security,1k-5k Employees,7 years old,Courbevoie +37 more,
Fedbank Financial Services,4.1,484 Reviews,NBFC,1k-5k Employees,14 years old,Mumbai +118 more,
HCL Comnet,3.9,484 Reviews,Noida +37 more,,,,
Venus Remedies,4.5,484 Reviews,Pharma,1k-5k Employees,Public,35 years old,Panchkula +33 more
Orient Cement,4.3,484 Reviews,Building Material,1k-5k Employees,Public,45 years old,Hyderabad/Secunderabad +59 more
ChannelPlay,4.0,484 Reviews,Marketing & Advertising,1k-5k Employees,18 years old,Gurgaon/Gurugram +61 more,
WSP,4.2,484 Reviews,Engineering & Construction,1k-5k Employees,65 years old,Montreal +27 more,
SoftAge Information Technology,4.0,483 Reviews,IT Services & Consulting,1k-5k Employees,30 years old,Gurgaon/Gurugram +128 more,
BEML,4.1,483 Reviews,Industrial Machinery,5k-10k Employees,Fortune India 500,60 years old,Bangalore/Bengaluru +29 more
Quikr,3.8,483 Reviews,Internet,1k-5k Employees,Indian Unicorn,16 years old,Bangalore +23 more
Adani Solar,4.0,483 Reviews,Power,1k-5k Employees,Public,9 years old,Ahmedabad +29 more
Neuland Laboratories,4.1,483 Reviews,Pharma,1k-5k Employees,Public,40 years old,Hyderabad/Secunderabad +6 more
Credence Resource Management,3.6,483 Reviews,BPO,501-1k Employees,10 years old,Dallas +3 more,
V-Trans,4.1,482 Reviews,Logistics,1k-5k Employees,Public,66 years old,Mumbai +68 more
Lambda Therapeutic Research,4.6,482 Reviews,Clinical Research,1k-5k Employees,25 years old,Ahmedabad +6 more,
Goodyear,3.9,482 Reviews,Auto Components,501-1k Employees,Public,126 years old,Akron +51 more
Saud Bahwan Group,3.4,481 Reviews,Automobile,201-500 Employees,49 years old,Muscat +18 more,
Writer Corporation,3.8,481 Reviews,Facility Management Services,501-1k Employees,71 years old,Mumbai +73 more,
Triveni Engineering & Industries,4.1,481 Reviews,Food Processing,1k-5k Employees,Public,92 years old,Mysore/Mysuru +48 more
Samunnati Financial Intermediation and Services,4.5,481 Reviews,Financial Services,201-500 Employees,Startup,10 years old,Chennai +52 more
MothersonSumi INfotech & Designs,3.4,481 Reviews,IT Services & Consulting,1k-5k Employees,24 years old,Noida +14 more,
Patel Infrastructure,4.1,479 Reviews,Engineering & Construction,201-500 Employees,52 years old,Vadodara/Baroda +45 more,
Grab A Grub Services,3.9,479 Reviews,Logistics,51-200 Employees,11 years old,Mumbai +99 more,
Entrata,4.4,478 Reviews,Software Product,501-1k Employees,21 years old,Provo +3 more,
Principal Global Services,4.2,478 Reviews,Insurance,1k-5k Employees,Forbes Global 2000,18 years old,Des Moines +8 more
T.v. Sundram Iyengar & Sons,4.2,478 Reviews,Automobile,1k-5k Employees,113 years old,Chennai +77 more,
Adidas,3.9,478 Reviews,Fashion & Textile,5k-10k Employees,Public,75 years old,Herzogenaurach +54 more
Bisk Farm,4.0,478 Reviews,Food Processing,201-500 Employees,24 years old,Kolkata +89 more,
